2019-12-31	0
2020-01-01	0
2020-01-02	0
2020-01-03	0
2020-01-04	0
2020-01-05	0
2020-01-06	0
2020-01-07	0
2020-01-08	0
2020-01-09	0
2020-01-10	0
2020-01-11	0
2020-01-12	0
2020-01-13	0
2020-01-14	0
2020-01-15	0
2020-01-16	0
2020-01-17	0
2020-01-18	0
2020-01-19	0
2020-01-20	0
2020-01-21	0
2020-01-22	0
2020-01-23	0
2020-01-24	0
2020-01-25	0
2020-01-26	0
2020-01-27	0
2020-01-28	0
2020-01-29	0
2020-01-30	0
2020-01-31	0
2020-02-01	0
2020-02-02	0
2020-02-03	0
2020-02-04	0
2020-02-05	0
2020-02-06	0
2020-02-07	0
2020-02-08	0
2020-02-09	0
2020-02-10	0
2020-02-11	0
2020-02-12	0
2020-02-13	0
2020-02-14	0
2020-02-15	0
2020-02-16	0
2020-02-17	0
2020-02-18	0
2020-02-19	0
2020-02-20	0
2020-02-21	0
2020-02-22	0
2020-02-23	0
2020-02-24	0
2020-02-25	0
2020-02-26	0
2020-02-27	0
2020-02-28	1
2020-02-29	1
2020-03-01	1
2020-03-02	1
2020-03-03	0
2020-03-04	2
2020-03-05	3
2020-03-06	4
2020-03-07	5
2020-03-08	0
2020-03-09	0
2020-03-10	0
2020-03-11	0
2020-03-12	0
2020-03-13	0
2020-03-14	6
2020-03-15	8
2020-03-16	0
2020-03-17	0
2020-03-18	20
2020-03-19	28
2020-03-20	39
2020-03-21	53
2020-03-22	66
2020-03-23	102
2020-03-24	142
2020-03-25	189
2020-03-26	262
2020-03-27	338
2020-03-28	416
2020-03-29	476
2020-03-30	552
2020-03-31	647
2020-04-01	647
2020-04-02	723
2020-04-03	772
2020-04-04	824
2020-04-05	872
2020-04-06	911
2020-04-07	943
2020-04-08	969
2020-04-09	992
2020-04-10	1015
2020-04-11	1035
2020-04-12	1049
2020-04-13	1064
2020-04-14	1072
2020-04-15	1078
2020-04-16	1084
2020-04-17	1086
2020-04-18	1094
2020-04-19	1098
2020-04-20	1105
2020-04-21	1107
2020-04-22	1112
2020-04-23	1112
2020-04-24	1114
2020-04-25	1117
2020-04-26	1121
2020-04-27	1122
2020-04-28	1124
2020-04-29	1126
2020-04-30	1129
2020-05-01	1132
2020-05-02	1134
2020-05-03	1136
2020-05-04	1137
2020-05-05	1137
2020-05-06	1138
2020-05-07	1139
2020-05-08	1141
2020-05-09	1142
2020-05-10	1144
2020-05-11	1147
2020-05-12	1147
2020-05-13	1147
2020-05-14	1147
2020-05-15	1148
2020-05-16	1148
2020-05-17	1149
2020-05-18	1149
2020-05-19	1153
2020-05-20	1153
2020-05-21	1153
2020-05-22	1154
2020-05-23	1154
2020-05-24	1154
2020-05-25	1154
2020-05-26	1154
2020-05-27	1154
2020-05-28	1154
2020-05-29	1154
2020-05-30	1154
2020-05-31	1154
2020-06-01	1154
2020-06-02	1154
2020-06-03	1154
2020-06-04	1154
2020-06-05	1154
2020-06-06	1154
2020-06-07	1154
2020-06-08	1154
2020-06-09	1154
2020-06-10	1154
2020-06-11	1154
2020-06-12	1154
2020-06-13	1154
2020-06-14	1154
2020-06-15	1154
2020-06-16	1156
2020-06-17	1156
2020-06-18	1157
2020-06-19	1157
2020-06-20	1159
2020-06-21	1161
2020-06-22	1163
2020-06-23	1165
2020-06-24	1166
2020-06-25	1169
2020-06-26	1170
2020-06-27	1172
2020-06-28	1176
2020-06-29	1178
2020-06-30	1178
2020-07-01	1178
2020-07-02	1180
2020-07-03	1180
2020-07-04	1180
2020-07-05	1183
2020-07-06	1183
2020-07-07	1186
2020-07-08	1187
2020-07-09	1190
2020-07-10	1192
2020-07-11	1193
2020-07-12	1194
2020-07-13	1194
2020-07-14	1195
2020-07-15	1197
2020-07-16	1198
2020-07-17	1199
2020-07-18	1200
2020-07-19	1203
2020-07-20	1204
2020-07-21	1205
2020-07-22	1205
2020-07-23	1205
2020-07-24	1206
2020-07-25	1206
2020-07-26	1206
2020-07-27	1206
2020-07-28	1207
2020-07-29	1209
2020-07-30	1210
2020-07-31	1210
2020-08-01	1212
2020-08-02	1215
2020-08-03	1217
2020-08-04	1217
2020-08-05	1219
2020-08-06	1219
2020-08-07	1219
2020-08-08	1219
2020-08-09	1219
2020-08-10	1219
2020-08-11	1220
2020-08-12	1220
2020-08-13	1238
2020-08-14	1251
2020-08-15	1258
2020-08-16	1271
2020-08-17	1280
2020-08-18	1293
2020-08-19	1299
2020-08-20	1304
2020-08-21	1315
2020-08-22	1321
2020-08-23	1324
2020-08-24	1332
2020-08-25	1339
2020-08-26	1344
2020-08-27	1351
2020-08-28	1363
2020-08-29	1376
2020-08-30	1378
2020-08-31	1387
2020-09-01	1401
2020-09-02	1406
2020-09-03	1408
2020-09-04	1413
2020-09-05	1413
2020-09-06	1421
2020-09-07	1425
2020-09-08	1431
2020-09-09	1437
2020-09-10	1441
2020-09-11	1442
2020-09-12	1444
2020-09-13	1446
2020-09-14	1447
2020-09-15	1450
2020-09-16	1451
2020-09-17	1458
2020-09-18	1458
2020-09-19	1460
2020-09-20	1464
2020-09-21	1464
2020-09-22	1464
2020-09-23	1468
2020-09-24	1471
2020-09-25	1473
2020-09-26	1475
2020-09-27	1477
2020-09-28	1477
2020-09-29	1479
2020-09-30	1480
2020-10-01	1480
2020-10-02	1492
2020-10-03	1493
2020-10-04	1498
2020-10-05	1499
2020-10-06	1502
2020-10-07	1505
2020-10-08	1508
2020-10-09	1510
2020-10-10	1514
2020-10-11	1515
2020-10-12	1515
2020-10-13	1516
2020-10-14	1518
2020-10-15	1520
2020-10-16	1524
2020-10-17	1527
2020-10-18	1530
2020-10-19	1530
2020-10-20	1531
2020-10-21	1556
2020-10-22	1558
2020-10-23	1567
2020-10-24	1578
2020-10-25	1579
2020-10-26	1584
2020-10-27	1585
2020-10-28	1587
2020-10-29	1593
2020-10-30	1594
2020-10-31	1601
2020-11-01	1603
2020-11-02	1607
2020-11-03	1612
2020-11-04	1615
2020-11-05	1617
2020-11-06	1618
2020-11-07	1620
2020-11-08	1626
2020-11-09	1630
2020-11-10	1631
2020-11-11	1632
2020-11-12	1635
2020-11-13	1639
2020-11-14	1642
