2020-10-14	16880
2020-10-15	17540
2020-10-16	18129
2020-10-17	18758
2020-10-18	19627
2020-10-19	20498
2020-10-20	21363
2020-10-21	22225
2020-10-22	22957
2020-10-23	23804
2020-10-24	24514
2020-10-25	25742
2020-10-26	26565
2020-10-27	27805
2020-10-28	28640
2020-10-29	29411
2020-10-30	30090
2020-10-31	30899
2020-11-01	31548
2020-11-02	32505
2020-11-03	33339
2020-11-04	34393
2020-11-05	35425
2020-11-06	36434
2020-11-07	38189
2020-11-08	39357
2020-11-09	40209
2020-11-10	41181
2020-11-11	42050
2020-11-12	42872
2020-11-13	43791
